Course Allocation ID,Course Name,University Name,School Name,Enrollment Count,Term Name,End Status,Starting Stage,Next Stage After Start Stage,Date of Change,Admissions Drop Date
a0QDo000000c1roMAA,Course35,University1,School313,21,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c1rsMAA,Course63,University1,School496,29,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c1rZMAQ,Course51,University1,School179,12,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c1stMAA,Course9,University4,School317,23,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c1utMAA,Course9,University4,School579,25,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c1zKMAQ,Course36,University15,School93,26,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c1zLMAQ,Course53,University24,School386,16,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c1ztMAA,Course63,University1,School120,14,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c1zuMAA,Course51,University1,School160,20,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c200MAA,Course54,University7,School381,25,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c209MAA,Course25,University25,School342,25,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c20IMAQ,Course63,University1,School153,20,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c20jMAA,Course54,University7,School1,20,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c211MAA,Course63,University1,School615,28,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c214MAA,Course25,University25,School221,25,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c21EMAQ,Course35,University1,School221,25,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c228MAA,Course35,University1,School549,16,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c22eMAA,Course51,University1,School167,30,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c22EMAQ,Course63,University1,School491,26,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c22gMAA,Course35,University1,School460,17,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c22jMAA,Course13,University9,School154,14,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c22kMAA,Course51,University1,School154,17,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c22KMAQ,Course51,University1,School443,25,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c22NMAQ,Course35,University1,School491,26,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c22oMAA,Course51,University1,School285,8,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c22pMAA,Course9,University4,School374,23,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c22UMAQ,Course63,University1,School374,21,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c22XMAQ,Course25,University25,School127,21,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c233MAA,Course53,University24,School486,23,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c23CMAQ,Course63,University1,School319,13,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c23kMAA,Course42,University2,School573,24,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c23MMAQ,Course63,University1,School240,19,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c24cMAA,Course51,University1,School588,9,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c24dMAA,Course63,University1,School279,15,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c24fMAA,Course35,University1,School628,25,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c24GMAQ,Course63,University1,School404,17,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c24OMAQ,Course53,University24,School556,17,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c24PMAQ,Course51,University1,School279,11,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c24qMAA,Course35,University1,School155,14,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c24tMAA,Course35,University1,School260,21,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c24TMAQ,Course63,University1,School395,29,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c24uMAA,Course54,University7,School202,24,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c24xMAA,Course63,University1,School645,15,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c257MAA,Course63,University1,School9,29,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c25qMAA,Course63,University1,School71,11,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c25rMAA,Course35,University1,School71,10,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c25wMAA,Course35,University1,School83,13,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c27mMAA,Course51,University1,School202,11,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c27XMAQ,Course35,University1,School127,22,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c28aMAA,Course63,University1,School556,19,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c28AMAQ,Course35,University1,School443,24,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c28fMAA,Course51,University1,School591,11,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c28hMAA,Course51,University1,School549,12,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c28kMAA,Course51,University1,School555,20,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c28LMAQ,Course51,University1,School405,14,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c28mMAA,Course51,University1,School348,31,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c28nMAA,Course51,University1,School230,27,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c29AMAQ,Course24,University9,School590,11,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c29fMAA,Course63,University1,School6,16,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c29FMAQ,Course51,University1,School260,9,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c29gMAA,Course51,University1,School6,19,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c29IMAQ,Course51,University1,School9,26,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c29tMAA,Course51,University1,School84,21,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c2AbMAI,Course63,University1,School562,11,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c2AcMAI,Course51,University1,School157,18,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c2AHMAY,Course35,University1,School84,20,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c2AlMAI,Course35,University1,School481,31,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c2AmMAI,Course63,University1,School481,26,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c2ATMAY,Course52,University3,School309,15,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c2CXMAY,Course53,University24,School590,11,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c2fcMAA,Course51,University1,School375,21,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c2fFMAQ,Course9,University4,School422,20,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c2fGMAQ,Course25,University25,School31,25,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c2fHMAQ,Course54,University7,School420,16,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c2fjMAA,Course25,University25,School518,20,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c2fqMAA,Course63,University1,School514,8,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c2HoMAI,Course25,University25,School66,19,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c2HPMAY,Course35,University1,School556,24,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c2N9MAI,Course52,University3,School423,15,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c2NbMAI,Course35,University1,School177,4,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c2ndMAA,Course54,University7,School426,11,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c2NdMAI,Course25,University25,School464,16,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c2NLMAY,Course51,University1,School630,8,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c2nnMAA,Course25,University25,School416,20,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c2NRMAY,Course63,University1,School438,14,Fall 2023,Dropped,Enrolling,Active,2023-11-15,
a0QDo000000c2NTMAY,Course51,University1,School177,10,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c2NuMAI,Course25,University25,School277,25,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c2NWMAY,Course25,University25,School582,25,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c2oCMAQ,Course51,University1,School344,13,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c2OxMAI,Course51,University1,School88,21,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c2P2MAI,Course52,University3,School465,20,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c2peMAA,Course35,University1,School351,6,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c2PHMAY,Course52,University3,School424,19,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c2PWMAY,Course43,University24,School550,20,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c2q8MAA,Course63,University1,School343,30,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c2QaMAI,Course51,University1,School345,13,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c2QFMAY,Course42,University2,School417,19,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c2QGMAY,Course54,University7,School299,18,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c2QHMAY,Course54,University7,School91,7,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c2qIMAQ,Course63,University1,School352,25,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c2QjMAI,Course25,University25,School418,16,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c2QoMAI,Course51,University1,School91,12,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c2QPMAY,Course54,University7,School553,20,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c2R3MAI,Course54,University7,School167,24,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c2YiMAI,Course35,University1,School276,18,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c2YOMAY,Course25,University25,School425,24,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c2yvMAA,Course42,University2,School542,25,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c2z0MAA,Course35,University1,School542,26,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c3fAMAQ,Course63,University1,School351,38,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c3feMAA,Course25,University25,School558,25,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c3oMMAQ,Course63,University1,School400,15,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c4rdMAA,Course13,University9,School490,8,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c4riMAA,Course13,University9,School618,25,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c4roMAA,Course13,University9,School491,24,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c4rpMAA,Course13,University9,School351,21,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c4sCMAQ,Course13,University9,School343,25,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c5jDMAQ,Course63,University1,School495,29,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c5jmMAA,Course51,University1,School5,21,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c5jwMAA,Course63,University1,School520,21,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c5jxMAA,Course13,University9,School520,20,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c5jXMAQ,Course35,University1,School575,20,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c5kbMAA,Course35,University1,School293,18,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c5kGMAQ,Course63,University1,School13,14,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c5kMMAQ,Course51,University1,School310,31,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c5kQMAQ,Course25,University25,School531,21,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c5kuMAA,Course63,University1,School43,20,Fall 2023,Dropped,Enrolling,Active,2023-11-15,
a0QDo000000c5lxMAA,Course63,University1,School407,21,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c5m3MAA,Course63,University1,School538,24,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c5mHMAQ,Course35,University1,School538,31,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c5mJMAQ,Course51,University1,School632,26,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c5mNMAQ,Course13,University9,School252,23,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c5mRMAQ,Course13,University9,School643,17,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c5UDMAY,Course63,University1,School151,15,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c6jxMAA,Course25,University25,School438,14,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000000c6k3MAA,Course25,University25,School311,0,Fall 2023,Admissions Drop,Enrolling,Active,2023-11-15,2024-02-12
a0QDo000000c6TVMAY,Course35,University1,School202,17,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000001FcKkMAK,Course51,University1,School208,17,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000001FcL9MAK,Course25,University25,School236,24,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000001FcLFMA0,Course51,University1,School567,17,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000001FgHQMA0,Course51,University1,School291,9,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000001FhEfMAK,Course51,University1,School578,9,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000001FlgTMAS,Course51,University1,School194,10,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000001FlgWMAS,Course24,University9,School175,26,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000001FlhAMAS,Course63,University1,School134,26,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000001FlhBMAS,Course25,University25,School442,14,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000001FmlpMAC,Course35,University1,School254,12,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000001FmMvMAK,Course36,University15,School474,15,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000001FmN6MAK,Course51,University1,School484,13,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000001FmNBMA0,Course63,University1,School484,10,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000001FmNPMA0,Course36,University15,School42,17,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000001FmNWMA0,Course51,University1,School42,3,Fall 2023,Dropped,Enrolling,Active,2023-11-15,
a0QDo000001FnTLMA0,Course51,University1,School271,17,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000001FsylMAC,Course63,University1,School355,14,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000001FtlKMAS,Course35,University1,School285,6,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000001FWkAMAW,Course51,University1,School223,22,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000001FWkQMAW,Course13,University9,School387,21,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000001FWkSMAW,Course51,University1,School18,12,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000001FWkUMAW,Course35,University1,School387,17,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000001G07pMAC,Course24,University9,School405,21,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000001G7UIMA0,Course63,University1,School405,18,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000001GaafMAC,Course25,University25,School9,24,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000001GaliMAC,Course42,University2,School536,23,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000001GauVMAS,Course25,University25,School154,15,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000001Gb20MAC,Course25,University25,School630,11,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000001Gbd6MAC,Course35,University1,School28,17,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000001GbdLMAS,Course25,University25,School28,22,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000001GcnMMAS,Course52,University3,School462,17,Fall 2023,Dropped,Enrolling,Active,2023-11-15,
a0QDo000001Ge9iMAC,Course24,University9,School101,21,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000001GEnAMAW,Course35,University1,School154,15,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000001GeOdMAK,Course25,University25,School157,12,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000001GFK0MAO,Course63,University1,School509,25,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000001GFS6MAO,Course63,University1,School530,22,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000001GFSGMA4,Course54,University7,School611,22,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000001GFStMAO,Course25,University25,School394,31,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000001GFTwMAO,Course36,University15,School510,24,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000001Gg5NMAS,Course75,University10,School575,29,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000001GhTpMAK,Course13,University9,School447,20,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000001GHz5MAG,Course42,University2,School429,20,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000001GIkwMAG,Course54,University7,School652,22,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000001GILwMAO,Course52,University3,School639,13,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000001GIN5MAO,Course54,University7,School332,15,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000001GJ6vMAG,Course54,University7,School586,14,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000001GJ7uMAG,Course13,University9,School5,21,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000001GP4uMAG,Course51,University1,School459,21,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000001GPcgMAG,Course63,University1,School614,30,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000001GPWlMAO,Course42,University2,School41,19,Fall 2023,Dropped,Enrolling,Active,2023-11-15,
a0QDo000001GPWqMAO,Course42,University2,School316,21,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000001GPXYMA4,Course63,University1,School316,21,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000001GSMZMA4,Course35,University1,School101,24,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000001GVjYMAW,Course63,University1,School510,8,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000001GW8eMAG,Course75,University10,School328,15,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000001GW8jMAG,Course24,University9,School328,15,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000001GWACMA4,Course75,University10,School105,16,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000001GWAzMAO,Course63,University1,School224,11,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000001GWBiMAO,Course51,University1,School358,13,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000001GWBnMAO,Course35,University1,School358,3,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000001GYNAMA4,Course63,University1,School442,9,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000001GZogMAG,Course63,University1,School14,30,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000001GZolMAG,Course51,University1,School14,22,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000004CbUlMAK,Course24,University9,School127,14,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000004CthXMAS,Course17,University4,School127,13,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QDo000004CXFfMAO,Course52,University3,School514,26,Fall 2023,Archived,Enrolling,Active,2023-11-15,
a0QPm00000LXquzMAD,Course44,University9,School58,25,Spring 2025,Archived,Enrolling,Admissions Drop,2024-11-05,
a0QPm00000XpjphMAB,Course54,University7,School101,23,Fall 2025,Archived,Enrolling,Admissions Drop,2025-05-09,
a0QPm00000rDpPaMAK,Course51,University1,School128,20,Spring 2026,Active,Enrolling,Admissions Drop,2025-11-13,
a0QPm000009z7c6MAA,Course34,University4,School451,15,Fall 2024,Archived,Enrolling,Admissions Drop,2024-05-29,
a0QPm00000YVFC5MAP,Course1,University14,School464,13,Fall 2025,Dropped,Enrolling,Admissions Drop,2025-08-20,
a0QPm00000Gr1G5MAJ,Course43,University24,School481,13,Fall 2024,Archived,Enrolling,Admissions Drop,2024-09-03,
a0QPm00000zQB9bMAG,Course82,University14,School401,6,Spring 2026,Admissions Drop,Enrolling,Admissions Drop,2026-01-21,2026-01-21
a0QPm00000ZJnYkMAL,Course23,University4,School310,0,Spring 2026,Admissions Drop,Accepted,Admissions Drop,2025-05-02,2025-05-02
a0QPm00000YeskWMAR,Course45,University24,School496,0,Spring 2026,Admissions Drop,Accepted,Admissions Drop,2025-05-16,2025-05-16
a0QPm00000rpD4tMAE,Course53,University24,School257,0,Spring 2026,Admissions Drop,Accepted,Admissions Drop,2025-11-25,2025-11-25
a0QPm00000rpD4lMAE,Course53,University24,School60,0,Spring 2026,Admissions Drop,Accepted,Admissions Drop,2025-12-05,2025-12-05
a0QPm00000y5V5cMAE,Course16,University9,School575,0,Spring 2026,Admissions Drop,Accepted,Admissions Drop,2026-01-08,2026-01-08
a0QPm00000iLaf7MAC,Course21,University24,School107,0,Spring 2026,Admissions Drop,Accepted,Admissions Drop,2025-09-11,2025-09-11
a0QPm00000s87IDMAY,Course29,University24,School590,0,Spring 2026,Admissions Drop,Accepted,Admissions Drop,2025-11-10,2025-11-10
a0QPm00000Uf6maMAB,Course80,University10,School442,0,Spring 2026,Admissions Drop,Accepted,Admissions Drop,2025-09-29,2025-09-29
a0QPm00000UkQSsMAN,Course31,University25,School362,0,Spring 2026,Admissions Drop,Accepted,Admissions Drop,2025-03-24,2025-03-24
a0QPm00000ulKB7MAM,Course9,University4,School341,0,Spring 2026,Admissions Drop,Accepted,Admissions Drop,2025-12-11,2025-12-11
a0QPm00000ulKUUMA2,Course3,University19,School341,0,Spring 2026,Admissions Drop,Accepted,Admissions Drop,2025-12-04,2025-12-04
a0QPm00000v038LMAQ,Course65,University10,School416,0,Spring 2026,Admissions Drop,Accepted,Admissions Drop,2025-12-12,2025-12-12
a0QPm00000VaU7NMAV,Course16,University9,School382,0,Spring 2026,Admissions Drop,Accepted,Admissions Drop,2025-06-16,2025-06-16
a0QPm00000VDIEzMAP,Course42,University2,School527,0,Spring 2026,Admissions Drop,Accepted,Admissions Drop,2025-10-07,2025-10-07
a0QPm00000vgd0xMAA,Course59,University7,School66,0,Spring 2026,Admissions Drop,Accepted,Admissions Drop,2025-12-12,2025-12-12
a0QPm00000AU0PrMAL,Course77,University4,School331,0,Spring 2025,Admissions Drop,Accepted,Admissions Drop,2024-04-25,2024-04-25
a0QPm000009yoZUMAY,Course42,University2,School376,0,Spring 2025,Admissions Drop,Accepted,Admissions Drop,2024-10-04,2024-10-04
a0QPm000009yx4rMAA,Course25,University25,School376,0,Spring 2025,Admissions Drop,Accepted,Admissions Drop,2024-10-04,2024-10-04
a0QPm00000V2tUpMAJ,Course70,University1,School229,0,Spring 2026,Admissions Drop,Accepted,Admissions Drop,2025-07-17,2025-07-17
a0QPm00000hnDeTMAU,Course56,University4,School622,0,Fall 2025,Admissions Drop,Accepted,Admissions Drop,2025-08-01,2025-08-01
a0QPm000004ue0UMAQ,Course35,University1,School281,0,Spring 2024,Admissions Drop,Enrolling,Admissions Drop,2024-01-12,2024-01-12
a0QPm00000UTURFMA5,Course44,University9,School464,0,Fall 2025,Admissions Drop,Enrolling,Admissions Drop,2025-04-10,2025-04-10
a0QPm00000VPLQnMAP,Course21,University24,School371,0,Spring 2026,Admissions Drop,Enrolling,Admissions Drop,2026-01-05,2026-01-05
a0QPm00000WhgnxMAB,Course31,University25,School556,0,Spring 2026,Admissions Drop,Accepted,Admissions Drop,2025-04-17,2025-04-17
a0QPm00000WvpMjMAJ,Course42,University2,School170,0,Spring 2026,Admissions Drop,Accepted,Admissions Drop,2025-05-09,2025-05-09
a0QPm00000XJfpFMAT,Course13,University9,School374,0,Spring 2026,Admissions Drop,Accepted,Admissions Drop,2025-07-14,2025-07-14
a0QPm00000Yhg0TMAR,Course51,University1,School606,0,Spring 2026,Admissions Drop,Accepted,Admissions Drop,2025-04-24,2025-04-24
a0QPm00000ZqkSPMAZ,Course59,University7,School596,0,Spring 2026,Admissions Drop,Accepted,Admissions Drop,2025-09-29,2025-09-29
a0QPm00000M8Up4MAF,Course13,University9,School320,0,Spring 2025,Admissions Drop,Accepted,Admissions Drop,2024-12-03,2024-12-03
a0QPm000009lCYPMA2,Course77,University4,School158,0,Spring 2025,Admissions Drop,Accepted,Admissions Drop,2024-04-26,2024-04-26
a0QPm000009ridfMAA,Course62,University1,School117,0,Spring 2025,Admissions Drop,Accepted,Admissions Drop,2024-12-04,2024-12-04
a0QPm000009sbJxMAI,Course50,University4,School154,0,Spring 2025,Admissions Drop,Accepted,Admissions Drop,2024-11-26,2024-11-26
a0QPm000009sbOnMAI,Course65,University10,School154,0,Spring 2025,Admissions Drop,Accepted,Admissions Drop,2024-11-26,2024-11-26
a0QPm000009sH3ZMAU,Course21,University24,School154,0,Spring 2025,Admissions Drop,Accepted,Admissions Drop,2024-11-26,2024-11-26
