Course Allocation ID,Course Name,University Name,School Name,Enrollment Count,Term Name,End Status,Starting Stage,Next Stage After Start Stage,Date of Change,Admissions Drop Date,Start Date,Days_Before_Start,Allocation_Duration_Days
a0QPm00000UnLbWMAV,Course7,University15,School28,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-11,2025-08-19,2025-09-08,20.0,161.0
a0QPm00000UTNL1MAP,Course52,University3,School514,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-11,2025-06-26,2025-09-08,74.0,107.0
a0QPm00000Uxh4UMAR,Course72,University20,School144,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-11,2025-08-29,2025-09-08,10.0,171.0
a0QPm00000UYsUXMA1,Course44,University9,School417,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-11,2025-03-21,2025-09-08,171.0,10.0
a0QPm00000TjrPGMAZ,Course71,University1,School177,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-12,2025-10-28,2025-09-09,-49.0,230.0
a0QPm00000UgMAwMAN,Course51,University1,School428,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-12,2025-07-29,2025-09-08,41.0,139.0
a0QPm00000UO5uvMAD,Course54,University7,School15,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-12,2025-08-20,2025-09-08,19.0,161.0
a0QPm00000UZGn0MAH,Course38,University3,School77,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-13,2025-05-07,2025-09-08,124.0,55.0
a0QPm00000V1Ad4MAF,Course31,University25,School303,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-14,2025-04-17,,,34.0
a0QPm00000V72srMAB,Course31,University25,School188,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-14,2025-04-17,,,34.0
a0QPm00000V26YyMAJ,Course38,University3,School577,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-17,2025-03-24,2025-09-08,168.0,7.0
a0QPm00000V72PpMAJ,Course71,University1,School75,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-18,2025-08-27,2025-09-09,13.0,162.0
a0QPm00000VVf0FMAT,Course51,University1,School556,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-18,2025-04-22,2025-09-08,139.0,35.0
a0QPm00000TsCbQMAV,Course15,University9,School134,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-19,2025-05-09,2025-09-08,122.0,51.0
a0QPm00000UQV2AMAX,Course51,University1,School100,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-19,2025-05-30,2025-09-08,101.0,72.0
a0QPm00000V1KE9MAN,Course31,University25,School334,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-19,2025-04-14,,,26.0
a0QPm00000VOZnoMAH,Course7,University15,School371,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-19,2025-08-21,2025-09-08,18.0,155.0
a0QPm00000TobznMAB,Course51,University1,School64,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-20,2025-10-28,2025-09-08,-50.0,222.0
a0QPm00000Tpa2zMAB,Course44,University9,School450,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-20,2025-04-06,2025-09-08,155.0,17.0
a0QPm00000UgRCHMA3,Course43,University24,School543,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-20,2025-07-17,2025-09-08,53.0,119.0
a0QPm00000V2xDSMAZ,Course7,University15,School247,3,Fall 2025,Dropped,Offered,Accepted,2025-03-20,,2025-09-08,,
a0QPm00000V04MmMAJ,Course34,University4,School122,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-21,2025-08-05,2025-09-08,34.0,137.0
a0QPm00000V2z41MAB,Course71,University1,School645,16,Fall 2025,Dropped,Offered,Accepted,2025-03-21,,2025-09-09,,
a0QPm00000VimWxMAJ,Course31,University25,School69,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-21,2025-04-17,,,27.0
a0QPm00000UQ6DOMA1,Course76,University1,School591,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-25,2025-03-27,,,2.0
a0QPm00000VNDSXMA5,Course31,University25,School432,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-25,2025-04-17,,,23.0
a0QPm00000UPCG5MAP,Course51,University1,School394,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-26,2025-04-21,2025-09-08,140.0,26.0
a0QPm00000W9QthMAF,Course51,University1,School605,22,Fall 2025,Dropped,Offered,Accepted,2025-03-26,,2025-09-08,,
a0QPm00000TleNuMAJ,Course51,University1,School29,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-27,2025-08-12,2025-09-08,27.0,138.0
a0QPm00000VwT7tMAF,Course31,University25,School552,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-27,2025-04-17,,,21.0
a0QPm00000UO00oMAD,Course51,University1,School393,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-28,2025-05-09,2025-09-08,122.0,42.0
a0QPm00000VyWcfMAF,Course72,University20,School254,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-03-30,2025-05-13,2025-09-08,118.0,44.0
a0QPm00000TpEEkMAN,Course25,University25,School104,2,Fall 2025,Dropped,Offered,Accepted,2025-04-01,,2025-09-08,,
a0QPm00000UUE4JMAX,Course2,University17,School179,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-04-01,2025-10-28,2025-09-08,-50.0,210.0
a0QPm00000UkLxsMAF,Course71,University1,School619,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-04-02,2025-08-01,2025-09-09,39.0,121.0
a0QPm00000WojFeMAJ,Course38,University3,School58,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-04-02,2025-08-18,2025-09-08,21.0,138.0
a0QPm00000WVscrMAD,Course38,University3,School615,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-04-07,2025-08-27,2025-09-08,12.0,142.0
a0QPm00000Wh5ziMAB,Course1,University14,School179,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-04-08,2025-10-28,2025-09-08,-50.0,203.0
a0QPm00000VzVrRMAV,Course2,University17,School608,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-04-09,2025-08-06,2025-09-08,33.0,119.0
a0QPm00000XRid3MAD,Course11,University2,School275,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-04-09,2025-05-22,2025-09-08,109.0,43.0
a0QPm00000XE47BMAT,Course13,University9,School33,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-04-10,2025-08-13,2025-09-08,26.0,125.0
a0QPm00000Y3KcvMAF,Course2,University17,School366,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-04-22,2025-06-23,2025-09-08,77.0,62.0
a0QPm00000YVpcAMAT,Course1,University14,School633,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-04-22,2025-06-11,2025-09-08,89.0,50.0
a0QPm00000VU5TTMA1,Course43,University24,School414,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-04-23,2025-05-28,2025-09-08,103.0,35.0
a0QPm00000UYINtMAP,Course35,University1,School181,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-04-24,2025-10-28,2025-09-08,-50.0,187.0
a0QPm00000W18pAMAR,Course34,University4,School106,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-04-24,2025-05-09,2025-09-08,122.0,15.0
a0QPm00000Y4ufyMAB,Course13,University9,School515,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-04-24,2025-06-09,2025-09-08,91.0,46.0
a0QPm00000ZLoiQMAT,Course9,University4,School138,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-05-02,2025-07-02,2025-09-08,68.0,61.0
a0QPm00000ZMGzdMAH,Course72,University20,School138,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-05-02,2025-07-02,2025-09-08,68.0,61.0
a0QPm00000VPJVSMA5,Course34,University4,School491,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-05-06,2025-05-06,2025-09-08,125.0,0.0
a0QPm00000ZK8enMAD,Course54,University7,School310,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-05-06,2025-09-03,2025-09-08,5.0,120.0
a0QPm00000WBoOsMAL,Course13,University9,School21,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-05-07,2025-09-03,2025-09-08,5.0,119.0
a0QPm00000YhzkdMAB,Course43,University24,School251,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-05-07,2025-06-09,2025-09-08,91.0,33.0
a0QPm00000ZeOgzMAF,Course9,University4,School52,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-05-07,2025-05-14,2025-09-08,117.0,7.0
a0QPm00000Yh8A2MAJ,Course35,University1,School637,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-05-09,2025-10-28,2025-09-08,-50.0,172.0
a0QPm00000UYqfeMAD,Course44,University9,School262,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-05-14,2025-10-28,2025-09-08,-50.0,167.0
a0QPm00000Z5sreMAB,Course43,University24,School572,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-05-19,2025-10-28,2025-09-08,-50.0,162.0
a0QPm00000Z5x4vMAB,Course54,University7,School572,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-05-19,2025-10-28,2025-09-08,-50.0,162.0
a0QPm00000aWbNuMAK,Course55,University16,School208,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-05-21,2025-10-28,2025-09-08,-50.0,160.0
a0QPm00000b7CITMA2,Course56,University4,School490,5,Fall 2025,Dropped,Offered,Accepted,2025-05-21,,2025-09-08,,
a0QPm00000VVA4TMAX,Course51,University1,School208,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-05-21,2025-10-28,2025-09-08,-50.0,160.0
a0QPm00000UTP6bMAH,Course11,University2,School293,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-05-27,2025-10-28,2025-09-08,-50.0,154.0
a0QPm00000brfnjMAA,Course50,University4,School56,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-05-30,2025-08-20,2025-09-08,19.0,82.0
a0QPm00000aw8WkMAI,Course11,University2,School287,9,Fall 2025,Dropped,Offered,Accepted,2025-06-04,,2025-09-08,,
a0QPm00000cmb94MAA,Course50,University4,School581,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-06-09,2025-06-17,2025-09-08,83.0,8.0
a0QPm00000dFAF8MAO,Course53,University24,School350,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-06-19,2025-10-28,2025-09-08,-50.0,131.0
a0QPm00000dFKJLMA4,Course55,University16,School350,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-06-19,2025-10-28,2025-09-08,-50.0,131.0
a0QPm00000gLGKxMAO,Course50,University4,School360,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-07-18,2025-08-20,2025-09-08,19.0,33.0
a0QPm00000ghDY5MAM,Course35,University1,School517,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-07-31,2025-08-11,2025-09-08,28.0,11.0
a0QPm00000hkH9yMAE,Course43,University24,School107,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-07-31,2025-08-27,2025-09-08,12.0,27.0
a0QPm00000h3oynMAA,Course15,University9,School622,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-08-01,2025-08-27,2025-09-08,12.0,26.0
a0QPm00000iRydPMAS,Course15,University9,School365,7,Fall 2025,Dropped,Offered,Accepted,2025-08-07,,2025-09-08,,
a0QPm00000iMaujMAC,Course72,University20,School437,14,Fall 2025,Dropped,Offered,Accepted,2025-08-12,,2025-09-08,,
a0QPm00000V6m6YMAR,Course25,University25,School120,0,Fall 2025,Admissions Drop,Offered,Accepted,2025-08-14,2025-08-14,2025-09-08,25.0,0.0
a0QPm00000iyLTHMA2,Course7,University15,School461,14,Fall 2025,Dropped,Offered,Accepted,2025-08-30,,2025-09-08,,
a0QPm00000lHEoIMAW,Course72,University20,School360,12,Fall 2025,Dropped,Offered,Accepted,2025-09-05,,2025-09-08,,
a0QPm000009reerMAA,Course52,University3,School515,0,Fall 2024,Admissions Drop,Offered,Accepted,2024-03-04,2024-06-04,2024-09-09,97.0,92.0
a0QPm000009rUKZMA2,Course36,University15,School515,0,Fall 2024,Admissions Drop,Offered,Accepted,2024-03-04,2024-06-04,2024-09-23,111.0,92.0
a0QPm000009seuXMAQ,Course54,University7,School255,0,Fall 2024,Admissions Drop,Offered,Accepted,2024-03-04,2024-08-13,2024-09-09,27.0,162.0
a0QPm000009xmTFMAY,Course51,University1,School348,0,Fall 2024,Admissions Drop,Offered,Accepted,2024-03-04,2024-07-30,2024-09-09,41.0,148.0
a0QPm000009yTMwMAM,Course42,University2,School271,0,Fall 2024,Admissions Drop,Offered,Accepted,2024-03-04,2024-07-29,2024-09-09,42.0,147.0
a0QPm000009ruQHMAY,Course63,University1,School177,3,Fall 2024,Dropped,Offered,Accepted,2024-03-05,,2024-09-10,,
a0QPm000009ruYLMAY,Course36,University15,School177,0,Fall 2024,Admissions Drop,Offered,Accepted,2024-03-05,2024-06-04,2024-09-23,111.0,91.0
a0QPm000009xoTRMAY,Course40,University9,School514,0,Fall 2024,Admissions Drop,Offered,Accepted,2024-03-05,2024-08-05,2024-09-09,35.0,153.0
a0QPm00000A0OHXMA3,Course46,University22,School155,0,Fall 2024,Admissions Drop,Offered,Accepted,2024-03-05,2024-08-12,,,160.0
a0QPm000009xpPVMAY,Course13,University9,School242,0,Fall 2024,Admissions Drop,Offered,Accepted,2024-03-06,2024-06-04,2024-09-09,97.0,90.0
a0QPm000009gr2mMAA,Course63,University1,School371,18,Fall 2024,Dropped,Offered,Accepted,2024-03-07,,2024-09-10,,
a0QPm000009h0E5MAI,Course54,University7,School371,0,Fall 2024,Admissions Drop,Offered,Accepted,2024-03-07,2024-08-19,2024-09-09,21.0,165.0
a0QPm000009ku3dMAA,Course40,University9,School550,0,Fall 2024,Admissions Drop,Offered,Accepted,2024-03-08,2024-08-14,2024-09-09,26.0,159.0
a0QPm000009l5iEMAQ,Course46,University22,School54,0,Fall 2024,Admissions Drop,Offered,Accepted,2024-03-08,2024-08-12,,,157.0
a0QPm000009xqBtMAI,Course51,University1,School260,0,Fall 2024,Admissions Drop,Offered,Accepted,2024-03-08,2024-07-01,2024-09-09,70.0,115.0
a0QPm000009ys6pMAA,Course25,University25,School250,0,Fall 2024,Admissions Drop,Offered,Accepted,2024-03-08,2024-08-14,2024-09-09,26.0,159.0
a0QPm000009yyFSMAY,Course25,University25,School355,0,Fall 2024,Admissions Drop,Offered,Accepted,2024-03-09,2024-07-24,2024-09-09,47.0,137.0
a0QPm00000A5pQkMAJ,Course43,University24,School388,0,Fall 2024,Admissions Drop,Offered,Accepted,2024-03-09,2024-08-16,2024-09-09,24.0,160.0
a0QPm000009sebBMAQ,Course34,University4,School453,0,Fall 2024,Admissions Drop,Offered,Accepted,2024-03-11,2024-06-04,2024-09-09,97.0,85.0
a0QPm00000AU3NhMAL,Course15,University9,School281,11,Fall 2024,Dropped,Offered,Accepted,2024-03-27,,2024-09-09,,
a0QPm000009ywyPMAQ,Course40,University9,School376,0,Fall 2024,Admissions Drop,Offered,Accepted,2024-04-12,2024-07-30,2024-09-09,41.0,109.0
a0QPm00000Bdh1yMAB,Course34,University4,School122,0,Fall 2024,Admissions Drop,Offered,Accepted,2024-04-16,2024-05-29,2024-09-09,103.0,43.0
a0QPm00000AfyFNMAZ,Course36,University15,School157,0,Fall 2024,Admissions Drop,Offered,Accepted,2024-04-17,2024-06-04,2024-09-23,111.0,48.0
a0QPm000009o5sAMAQ,Course75,University10,School648,0,Fall 2024,Admissions Drop,Offered,Accepted,2024-05-14,2024-07-25,2024-09-09,46.0,72.0
a0QPm00000CiuqoMAB,Course53,University24,School591,3,Fall 2024,Dropped,Offered,Accepted,2024-05-14,,2024-09-09,,
a0QPm00000CixofMAB,Course10,University18,School591,3,Fall 2024,Dropped,Offered,Accepted,2024-05-14,,2024-09-09,,
a0QPm00000Cqt6LMAR,Course52,University3,School287,0,Fall 2024,Admissions Drop,Offered,Accepted,2024-05-21,2024-06-04,2024-09-09,97.0,14.0
a0QPm00000D8zekMAB,Course52,University3,School438,0,Fall 2024,Admissions Drop,Offered,Accepted,2024-05-23,2024-07-29,2024-09-09,42.0,67.0
a0QPm00000DNVjZMAX,Course52,University3,School133,0,Fall 2024,Admissions Drop,Offered,Accepted,2024-05-28,2024-06-03,2024-09-09,98.0,6.0
a0QPm00000DhBqLMAV,Course39,University9,School188,0,Fall 2024,Admissions Drop,Offered,Accepted,2024-06-03,2024-08-02,2024-09-09,38.0,60.0
a0QPm00000DsKK1MAN,Course10,University18,School51,0,Fall 2024,Admissions Drop,Offered,Accepted,2024-08-08,2024-08-27,2024-09-09,13.0,19.0
a0QPm00000Hzwq5MAB,Course15,University9,School91,0,Fall 2024,Admissions Drop,Offered,Accepted,2024-08-22,2024-09-05,2024-09-09,4.0,14.0
a0QPm00000HzwwXMAR,Course35,University1,School91,0,Fall 2024,Admissions Drop,Offered,Accepted,2024-08-22,2024-09-19,2024-09-09,-10.0,28.0
a0QPm00000DhqjqMAB,Course9,University4,School33,0,Fall 2024,Admissions Drop,Offered,Accepted,2024-09-09,2024-09-18,2024-09-09,-9.0,9.0
a0QPm00000BxFWDMA3,Course35,University1,School327,0,Fall 2024,Admissions Drop,Offered,Accepted,2024-09-10,2024-09-27,2024-09-09,-18.0,17.0
a0QDo000000B9UOMA0,Course42,University2,School152,0,Fall 2023,Admissions Drop,Offered,Accepted,2023-07-31,2023-11-30,2023-09-11,-80.0,122.0
a0QDo0000020eyQMAQ,Course35,University1,School241,0,Fall 2023,Admissions Drop,Offered,Accepted,2023-08-17,2023-11-30,2023-09-11,-80.0,105.0
a0QDo0000021HWqMAM,Course53,University24,School149,0,Fall 2023,Admissions Drop,Offered,Accepted,2023-09-07,2023-11-30,2023-09-11,-80.0,84.0
a0QPm00000M6ztmMAB,Course50,University4,School352,15,Spring 2025,Dropped,Enrolling,Active,2025-02-10,,2025-02-03,,
a0QPm00000M760nMAB,Course50,University4,School352,27,Spring 2025,Dropped,Enrolling,Active,2025-02-10,,2025-02-03,,
a0QPm00000Mb7qhMAB,Course50,University4,School351,7,Spring 2025,Dropped,Enrolling,Active,2025-02-10,,2025-02-03,,
a0QPm000005qwpsMAA,Course31,University25,School354,12,Spring 2024,Dropped,Enrolling,Active,2024-01-24,,2024-02-05,,
a0QPm00000kAnwEMAS,Course66,University5,School500,0,Fall 2025,Admissions Drop,Enrolling,Active,2025-08-26,2025-08-29,2025-09-08,10.0,3.0
a0QPm00000kYzHtMAK,Course51,University1,School262,0,Fall 2025,Admissions Drop,Enrolling,Active,2025-09-02,2025-10-28,2025-09-08,-50.0,56.0
a0QDo000000c2NRMAY,Course63,University1,School438,14,Fall 2023,Dropped,Enrolling,Active,2023-11-15,,2023-09-11,,
a0QDo000000c5kuMAA,Course63,University1,School43,20,Fall 2023,Dropped,Enrolling,Active,2023-11-15,,2023-09-11,,
a0QDo000000c6k3MAA,Course25,University25,School311,0,Fall 2023,Admissions Drop,Enrolling,Active,2023-11-15,2024-02-12,2023-09-11,-154.0,89.0
a0QDo000001FmNWMA0,Course51,University1,School42,3,Fall 2023,Dropped,Enrolling,Active,2023-11-15,,2023-09-11,,
a0QDo000001GcnMMAS,Course52,University3,School462,17,Fall 2023,Dropped,Enrolling,Active,2023-11-15,,2023-09-11,,
a0QDo000001GPWlMAO,Course42,University2,School41,19,Fall 2023,Dropped,Enrolling,Active,2023-11-15,,2023-09-11,,
a0QPm00000YVFC5MAP,Course1,University14,School464,13,Fall 2025,Dropped,Enrolling,Admissions Drop,2025-08-20,,2025-09-08,,
a0QPm00000zQB9bMAG,Course82,University14,School401,6,Spring 2026,Admissions Drop,Enrolling,Admissions Drop,2026-01-21,2026-01-21,2026-02-02,12.0,0.0
a0QPm00000ZJnYkMAL,Course23,University4,School310,0,Spring 2026,Admissions Drop,Accepted,Admissions Drop,2025-05-02,2025-05-02,2026-02-02,276.0,0.0
a0QPm00000YeskWMAR,Course45,University24,School496,0,Spring 2026,Admissions Drop,Accepted,Admissions Drop,2025-05-16,2025-05-16,2026-02-02,262.0,0.0
a0QPm00000rpD4tMAE,Course53,University24,School257,0,Spring 2026,Admissions Drop,Accepted,Admissions Drop,2025-11-25,2025-11-25,2026-02-02,69.0,0.0
a0QPm00000rpD4lMAE,Course53,University24,School60,0,Spring 2026,Admissions Drop,Accepted,Admissions Drop,2025-12-05,2025-12-05,2026-02-02,59.0,0.0
a0QPm00000y5V5cMAE,Course16,University9,School575,0,Spring 2026,Admissions Drop,Accepted,Admissions Drop,2026-01-08,2026-01-08,2026-02-02,25.0,0.0
a0QPm00000iLaf7MAC,Course21,University24,School107,0,Spring 2026,Admissions Drop,Accepted,Admissions Drop,2025-09-11,2025-09-11,2026-02-02,144.0,0.0
a0QPm00000s87IDMAY,Course29,University24,School590,0,Spring 2026,Admissions Drop,Accepted,Admissions Drop,2025-11-10,2025-11-10,2026-02-02,84.0,0.0
a0QPm00000Uf6maMAB,Course80,University10,School442,0,Spring 2026,Admissions Drop,Accepted,Admissions Drop,2025-09-29,2025-09-29,2026-02-02,126.0,0.0
a0QPm00000UkQSsMAN,Course31,University25,School362,0,Spring 2026,Admissions Drop,Accepted,Admissions Drop,2025-03-24,2025-03-24,,,0.0
a0QPm00000ulKB7MAM,Course9,University4,School341,0,Spring 2026,Admissions Drop,Accepted,Admissions Drop,2025-12-11,2025-12-11,2026-02-02,53.0,0.0
a0QPm00000ulKUUMA2,Course3,University19,School341,0,Spring 2026,Admissions Drop,Accepted,Admissions Drop,2025-12-04,2025-12-04,2026-02-02,60.0,0.0
a0QPm00000v038LMAQ,Course65,University10,School416,0,Spring 2026,Admissions Drop,Accepted,Admissions Drop,2025-12-12,2025-12-12,2026-02-02,52.0,0.0
a0QPm00000VaU7NMAV,Course16,University9,School382,0,Spring 2026,Admissions Drop,Accepted,Admissions Drop,2025-06-16,2025-06-16,2026-02-02,231.0,0.0
a0QPm00000VDIEzMAP,Course42,University2,School527,0,Spring 2026,Admissions Drop,Accepted,Admissions Drop,2025-10-07,2025-10-07,2026-02-02,118.0,0.0
a0QPm00000vgd0xMAA,Course59,University7,School66,0,Spring 2026,Admissions Drop,Accepted,Admissions Drop,2025-12-12,2025-12-12,2026-02-02,52.0,0.0
a0QPm00000AU0PrMAL,Course77,University4,School331,0,Spring 2025,Admissions Drop,Accepted,Admissions Drop,2024-04-25,2024-04-25,,,0.0
a0QPm000009yoZUMAY,Course42,University2,School376,0,Spring 2025,Admissions Drop,Accepted,Admissions Drop,2024-10-04,2024-10-04,2025-02-03,122.0,0.0
a0QPm000009yx4rMAA,Course25,University25,School376,0,Spring 2025,Admissions Drop,Accepted,Admissions Drop,2024-10-04,2024-10-04,2025-02-03,122.0,0.0
a0QPm00000V2tUpMAJ,Course70,University1,School229,0,Spring 2026,Admissions Drop,Accepted,Admissions Drop,2025-07-17,2025-07-17,,,0.0
a0QPm00000hnDeTMAU,Course56,University4,School622,0,Fall 2025,Admissions Drop,Accepted,Admissions Drop,2025-08-01,2025-08-01,2025-09-08,38.0,0.0
a0QPm000004ue0UMAQ,Course35,University1,School281,0,Spring 2024,Admissions Drop,Enrolling,Admissions Drop,2024-01-12,2024-01-12,2024-02-05,24.0,0.0
a0QPm00000UTURFMA5,Course44,University9,School464,0,Fall 2025,Admissions Drop,Enrolling,Admissions Drop,2025-04-10,2025-04-10,2025-09-08,151.0,0.0
a0QPm00000VPLQnMAP,Course21,University24,School371,0,Spring 2026,Admissions Drop,Enrolling,Admissions Drop,2026-01-05,2026-01-05,2026-02-02,28.0,0.0
a0QPm00000WhgnxMAB,Course31,University25,School556,0,Spring 2026,Admissions Drop,Accepted,Admissions Drop,2025-04-17,2025-04-17,,,0.0
a0QPm00000WvpMjMAJ,Course42,University2,School170,0,Spring 2026,Admissions Drop,Accepted,Admissions Drop,2025-05-09,2025-05-09,2026-02-02,269.0,0.0
a0QPm00000XJfpFMAT,Course13,University9,School374,0,Spring 2026,Admissions Drop,Accepted,Admissions Drop,2025-07-14,2025-07-14,2026-02-02,203.0,0.0
a0QPm00000Yhg0TMAR,Course51,University1,School606,0,Spring 2026,Admissions Drop,Accepted,Admissions Drop,2025-04-24,2025-04-24,2026-02-02,284.0,0.0
a0QPm00000ZqkSPMAZ,Course59,University7,School596,0,Spring 2026,Admissions Drop,Accepted,Admissions Drop,2025-09-29,2025-09-29,2026-02-02,126.0,0.0
a0QPm00000M8Up4MAF,Course13,University9,School320,0,Spring 2025,Admissions Drop,Accepted,Admissions Drop,2024-12-03,2024-12-03,2025-02-03,62.0,0.0
a0QPm000009lCYPMA2,Course77,University4,School158,0,Spring 2025,Admissions Drop,Accepted,Admissions Drop,2024-04-26,2024-04-26,,,0.0
a0QPm000009ridfMAA,Course62,University1,School117,0,Spring 2025,Admissions Drop,Accepted,Admissions Drop,2024-12-04,2024-12-04,2025-02-04,62.0,0.0
a0QPm000009sbJxMAI,Course50,University4,School154,0,Spring 2025,Admissions Drop,Accepted,Admissions Drop,2024-11-26,2024-11-26,2025-02-03,69.0,0.0
a0QPm000009sbOnMAI,Course65,University10,School154,0,Spring 2025,Admissions Drop,Accepted,Admissions Drop,2024-11-26,2024-11-26,2025-02-03,69.0,0.0
a0QPm000009sH3ZMAU,Course21,University24,School154,0,Spring 2025,Admissions Drop,Accepted,Admissions Drop,2024-11-26,2024-11-26,2025-02-03,69.0,0.0
a0QPm000009xdfHMAQ,Course40,University9,School220,0,Spring 2025,Admissions Drop,Accepted,Admissions Drop,2024-11-06,2024-11-06,2025-02-03,89.0,0.0
a0QPm000009xhv0MAA,Course73,University15,School278,0,Spring 2025,Admissions Drop,Accepted,Admissions Drop,2024-11-07,2024-11-07,2025-02-03,88.0,0.0
a0QPm000009xkjBMAQ,Course9,University4,School220,0,Spring 2025,Admissions Drop,Accepted,Admissions Drop,2025-01-02,2025-01-02,2025-02-03,32.0,0.0
a0QPm000009xkXtMAI,Course35,University1,School220,0,Spring 2025,Admissions Drop,Accepted,Admissions Drop,2025-01-02,2025-01-02,2025-02-03,32.0,0.0
a0QPm000009xqgXMAQ,Course40,University9,School609,0,Spring 2025,Admissions Drop,Accepted,Admissions Drop,2024-08-20,2024-08-20,2025-02-03,167.0,0.0
a0QPm000009yoG8MAI,Course62,University1,School479,0,Spring 2025,Admissions Drop,Accepted,Admissions Drop,2024-12-04,2024-12-04,2025-02-04,62.0,0.0
a0QPm000009yScAMAU,Course62,University1,School47,0,Spring 2025,Admissions Drop,Accepted,Admissions Drop,2024-07-25,2024-07-25,2025-02-04,194.0,0.0
a0QPm00000A5zd2MAB,Course25,University25,School533,0,Spring 2025,Admissions Drop,Accepted,Admissions Drop,2024-11-20,2024-11-20,2025-02-03,75.0,0.0
a0QPm00000A7g4nMAB,Course16,University9,School395,0,Spring 2025,Admissions Drop,Accepted,Admissions Drop,2024-06-03,2024-06-03,2025-02-03,245.0,0.0
a0QPm00000A7LBjMAN,Course25,University25,School585,0,Spring 2025,Admissions Drop,Accepted,Admissions Drop,2024-11-07,2024-11-07,2025-02-03,88.0,0.0
a0QPm00000A7SQ3MAN,Course79,University9,School585,0,Spring 2025,Admissions Drop,Accepted,Admissions Drop,2024-11-07,2024-11-07,2025-02-03,88.0,0.0
a0QPm00000AAwTkMAL,Course27,University22,School101,0,Spring 2025,Admissions Drop,Accepted,Admissions Drop,2024-06-03,2024-06-03,,,0.0
a0QPm00000ABXivMAH,Course45,University24,School354,0,Spring 2025,Admissions Drop,Accepted,Admissions Drop,2024-05-15,2024-05-15,2025-02-03,264.0,0.0
